,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Amt_per_Trans
9313,Attrited Customer,33,M,3,Graduate,Married,$60K - $80K,Blue,15,5,1,3,0,23399.0,1.051,9356,74,0.85,0.0,126.43243243243244
9314,Existing Customer,45,F,2,Unknown,Single,Less than $40K,Silver,36,2,2,3,789,12237.0,0.74,14747,100,0.7240000000000001,0.061,147.47
9315,Existing Customer,61,F,1,Graduate,Unknown,$40K - $60K,Silver,48,2,3,3,2000,13698.0,0.7490000000000001,12980,82,0.64,0.127,158.29268292682926
9316,Existing Customer,31,M,1,Unknown,Married,$40K - $60K,Blue,36,1,3,3,875,4715.0,0.86,14643,127,0.764,0.157,115.2992125984252
9317,Existing Customer,47,M,2,Post-Graduate,Single,$60K - $80K,Blue,39,1,3,2,618,16957.0,0.917,15473,128,0.684,0.035,120.8828125
9318,Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Blue,39,1,1,1,1769,27759.0,0.7709999999999999,14428,119,0.7,0.06,121.24369747899159
9319,Existing Customer,54,M,2,Post-Graduate,Married,$60K - $80K,Platinum,42,1,3,1,1996,32520.0,0.988,15033,114,0.81,0.057999999999999996,131.8684210526316
9320,Existing Customer,60,F,0,High School,Married,Less than $40K,Blue,36,1,1,3,2262,1885.0,0.565,14624,111,0.79,0.545,131.74774774774775
9321,Attrited Customer,55,F,2,Graduate,Married,Unknown,Blue,36,5,3,2,0,12494.0,0.5760000000000001,7026,69,0.917,0.0,101.82608695652173
9322,Attrited Customer,32,M,2,Graduate,Single,$120K +,Gold,22,2,2,3,1692,32824.0,0.983,7486,64,0.73,0.049,116.96875
9323,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Silver,40,2,3,2,1736,11675.0,0.841,12493,113,0.738,0.129,110.5575221238938
9324,Existing Customer,41,M,3,Unknown,Married,$120K +,Blue,33,2,4,3,638,33878.0,0.7240000000000001,13085,139,0.675,0.018000000000000002,94.13669064748201
9325,Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,34,1,1,2,1396,16250.0,0.851,15527,106,0.893,0.079,146.4811320754717
9326,Existing Customer,45,M,3,Uneducated,Single,$60K - $80K,Blue,36,2,2,1,1296,9825.0,0.789,13814,81,1.025,0.11699999999999999,170.54320987654322
9327,Attrited Customer,30,M,0,College,Single,$60K - $80K,Blue,24,6,2,2,0,4109.0,0.9490000000000001,8642,77,0.48100000000000004,0.0,112.23376623376623
9328,Existing Customer,44,M,2,High School,Married,$120K +,Blue,31,2,1,3,905,5271.0,0.805,15102,95,0.792,0.147,158.96842105263158
9329,Existing Customer,40,F,5,Graduate,Unknown,Less than $40K,Blue,36,2,2,3,1172,3340.0,0.706,14414,98,0.815,0.26,147.08163265306123
9330,Existing Customer,31,M,0,Graduate,Married,$80K - $120K,Blue,36,2,3,3,1607,31184.0,0.752,13177,106,0.738,0.049,124.31132075471699
9331,Existing Customer,40,F,3,Uneducated,Divorced,Less than $40K,Blue,35,2,3,3,2004,2768.0,0.696,14748,118,0.7609999999999999,0.42,124.98305084745763
9332,Existing Customer,56,M,1,Unknown,Unknown,$60K - $80K,Blue,43,2,2,3,1083,9519.0,0.6559999999999999,14084,91,0.75,0.102,154.76923076923077
9333,Attrited Customer,47,M,4,Unknown,Unknown,$80K - $120K,Blue,42,1,4,1,0,7953.0,1.031,8670,74,0.574,0.0,117.16216216216216
9334,Attrited Customer,29,M,0,Post-Graduate,Divorced,$60K - $80K,Blue,15,2,1,3,0,8022.0,0.381,5660,59,0.735,0.0,95.9322033898305
9335,Existing Customer,38,M,3,High School,Single,$120K +,Blue,27,2,4,1,0,34516.0,0.919,13781,106,0.797,0.0,130.00943396226415
9336,Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,48,1,2,3,1363,7729.0,0.83,14779,94,0.843,0.15,157.22340425531914
9337,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,44,1,3,2,2517,3024.0,0.879,9195,73,0.825,0.45399999999999996,125.95890410958904
9338,Existing Customer,56,M,0,Doctorate,Single,$80K - $120K,Blue,47,2,1,2,0,7204.0,0.8029999999999999,14042,113,0.7659999999999999,0.0,124.26548672566372
9339,Existing Customer,27,F,0,Graduate,Unknown,Less than $40K,Blue,36,1,1,2,1450,3098.0,0.8440000000000001,14330,131,0.638,0.319,109.38931297709924
9340,Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,26,1,2,1,1175,2685.0,0.7340000000000001,14474,118,0.71,0.304,122.66101694915254
9341,Existing Customer,48,M,2,High School,Married,Less than $40K,Silver,36,2,2,2,2517,12064.0,0.7759999999999999,17628,109,0.8170000000000001,0.17300000000000001,161.72477064220183
9342,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,34,2,2,2,0,3084.0,0.861,12739,96,0.882,0.0,132.69791666666666
9343,Existing Customer,49,M,4,Uneducated,Unknown,$60K - $80K,Blue,44,1,3,2,2263,10112.0,1.044,14500,106,0.5820000000000001,0.183,136.79245283018867
9344,Existing Customer,36,M,2,College,Married,$40K - $60K,Gold,23,1,1,3,0,23981.0,0.8270000000000001,15236,120,0.875,0.0,126.96666666666667
9345,Existing Customer,30,M,0,College,Married,$60K - $80K,Blue,25,2,3,1,0,19534.0,0.616,15634,118,0.639,0.0,132.4915254237288
9346,Attrited Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,1,3,2,0,22993.0,1.004,7867,75,0.7859999999999999,0.0,104.89333333333333
9347,Existing Customer,51,M,2,Unknown,Single,$120K +,Silver,31,2,2,2,585,33931.0,0.875,13534,104,0.825,0.017,130.1346153846154
9348,Existing Customer,59,M,1,Unknown,Single,$40K - $60K,Silver,51,2,2,1,1071,14093.0,0.9,13062,103,0.7170000000000001,0.071,126.81553398058253
9349,Existing Customer,45,M,4,Graduate,Married,Less than $40K,Blue,36,1,2,3,1047,6184.0,0.9470000000000001,15571,115,0.797,0.145,135.4
9350,Existing Customer,56,M,2,College,Single,$60K - $80K,Gold,43,2,1,2,2022,32494.0,0.7609999999999999,13633,116,0.785,0.059000000000000004,117.52586206896552
9351,Existing Customer,31,M,2,Graduate,Unknown,$80K - $120K,Silver,22,2,3,2,1780,32736.0,0.8390000000000001,14185,98,0.69,0.052000000000000005,144.74489795918367
9352,Existing Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,42,1,2,3,639,8576.0,0.6459999999999999,13345,114,0.754,0.069,117.06140350877193
9353,Existing Customer,32,M,2,Graduate,Married,$80K - $120K,Blue,36,2,1,2,1907,23531.0,0.741,16485,104,0.7929999999999999,0.075,158.5096153846154
9354,Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,36,1,2,2,0,3759.0,0.722,15331,106,0.767,0.0,144.6320754716981
9355,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,36,1,2,3,2267,762.0,0.8420000000000001,14934,113,0.823,0.748,132.15929203539824
9356,Attrited Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,18,5,1,1,996,3207.0,0.705,7292,68,0.7,0.237,107.23529411764706
9357,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,1,1,2,1320,20206.0,0.762,14441,105,0.875,0.061,137.53333333333333
9358,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Silver,45,6,3,3,0,12207.0,0.319,5838,74,1.056,0.0,78.89189189189189
9359,Existing Customer,39,F,2,Graduate,Single,Unknown,Silver,35,1,3,3,1971,30118.0,0.6709999999999999,13796,121,0.833,0.061,114.01652892561984
9360,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,27,1,2,2,1042,2499.0,0.774,14511,123,0.708,0.294,117.97560975609755
9361,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,32,2,2,2,1512,5627.0,1.1059999999999999,14802,112,0.75,0.212,132.16071428571428
9362,Existing Customer,47,F,3,Unknown,Married,Less than $40K,Blue,42,1,2,3,2517,1152.0,0.83,13931,112,0.836,0.6859999999999999,124.38392857142857
9363,Attrited Customer,57,M,3,Unknown,Single,$60K - $80K,Blue,51,1,6,1,0,5859.0,0.914,8004,82,0.708,0.0,97.60975609756098
9364,Existing Customer,53,M,2,Unknown,Divorced,$80K - $120K,Blue,48,2,1,2,1590,14004.0,0.679,13016,118,0.616,0.102,110.30508474576271
9365,Existing Customer,48,M,3,Graduate,Married,$120K +,Gold,36,1,4,2,1823,32693.0,1.062,15552,108,0.831,0.053,144.0
9366,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,41,2,3,2,0,6704.0,0.856,12576,103,0.7759999999999999,0.0,122.09708737864078
9367,Existing Customer,53,M,3,Uneducated,Married,$60K - $80K,Silver,38,1,3,2,871,31546.0,0.9109999999999999,14381,121,0.862,0.027000000000000003,118.85123966942149
9368,Existing Customer,48,M,1,Graduate,Single,$80K - $120K,Blue,36,1,3,1,2152,602.0,0.821,13991,125,0.7609999999999999,0.7809999999999999,111.928
9369,Attrited Customer,41,M,3,Unknown,Married,$60K - $80K,Silver,29,1,3,4,0,27945.0,0.902,8345,70,1.0590000000000002,0.0,119.21428571428571
9370,Existing Customer,51,M,2,Uneducated,Single,$120K +,Blue,35,1,2,2,1068,33448.0,0.966,16428,123,0.809,0.031,133.5609756097561
9371,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,37,1,2,3,1829,5269.0,0.557,13139,102,0.789,0.258,128.81372549019608
9372,Existing Customer,39,F,2,College,Single,Less than $40K,Silver,20,1,2,3,1277,11061.0,0.828,15869,109,0.758,0.10400000000000001,145.58715596330276
9373,Existing Customer,51,M,2,High School,Single,$60K - $80K,Blue,42,1,3,2,1140,15563.0,0.555,15472,122,0.768,0.068,126.81967213114754
9374,Existing Customer,43,M,2,Uneducated,Married,$80K - $120K,Blue,24,2,2,2,1463,15204.0,0.8029999999999999,15301,115,0.797,0.08800000000000001,133.05217391304348
9375,Attrited Customer,54,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,36,1,3,2,1664,16848.0,0.889,8019,57,0.583,0.09,140.68421052631578
9376,Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,35,2,3,1,1333,12798.0,0.767,12779,103,0.6890000000000001,0.094,124.06796116504854
9377,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,36,1,3,1,1474,1802.0,0.759,14212,116,0.6809999999999999,0.45,122.51724137931035
9378,Existing Customer,38,M,4,Post-Graduate,Single,$80K - $120K,Silver,36,1,3,1,1435,33081.0,0.865,15584,114,0.8390000000000001,0.042,136.7017543859649
9379,Existing Customer,38,F,2,Uneducated,Married,Less than $40K,Blue,28,1,1,2,1891,1738.0,0.917,15982,113,0.687,0.521,141.43362831858408
9380,Existing Customer,44,F,4,Unknown,Single,Less than $40K,Silver,36,2,3,3,1943,11124.0,0.85,15172,118,1.034,0.149,128.57627118644066
9381,Existing Customer,32,M,3,High School,Single,$40K - $60K,Blue,36,2,2,1,1871,1974.0,0.847,14593,110,0.8029999999999999,0.48700000000000004,132.66363636363636
9382,Attrited Customer,41,M,5,Uneducated,Single,$80K - $120K,Blue,32,4,3,3,0,12094.0,0.995,8607,90,0.9570000000000001,0.0,95.63333333333334
9383,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,35,1,1,2,1638,32878.0,0.7609999999999999,14474,121,0.833,0.047,119.6198347107438
9384,Existing Customer,60,F,1,Graduate,Married,Unknown,Blue,52,2,3,3,1974,11338.0,0.898,14336,106,0.6559999999999999,0.14800000000000002,135.24528301886792
9385,Existing Customer,38,F,1,Doctorate,Single,Less than $40K,Blue,36,2,2,2,2517,949.0,0.6990000000000001,13140,94,0.7090000000000001,0.726,139.7872340425532
9386,Existing Customer,59,M,0,High School,Single,$40K - $60K,Silver,52,1,2,1,1729,13494.0,0.863,14230,111,0.79,0.114,128.19819819819818
9387,Existing Customer,53,M,1,High School,Married,$120K +,Gold,44,1,6,3,831,33685.0,0.727,13247,107,0.754,0.024,123.80373831775701
9388,Attrited Customer,40,F,2,College,Single,Less than $40K,Blue,36,4,2,3,0,5989.0,0.311,5843,60,0.17600000000000002,0.0,97.38333333333334
9389,Attrited Customer,45,M,5,High School,Divorced,$120K +,Blue,36,2,3,2,0,5287.0,0.841,8392,69,0.6829999999999999,0.0,121.6231884057971
9390,Existing Customer,53,M,1,High School,Unknown,$40K - $60K,Blue,43,2,1,3,0,9060.0,0.775,14305,102,0.645,0.0,140.2450980392157
9391,Existing Customer,56,M,2,High School,Unknown,$80K - $120K,Blue,36,1,1,1,831,3900.0,0.96,14952,118,0.7879999999999999,0.17600000000000002,126.71186440677967
9392,Existing Customer,60,F,0,Graduate,Single,$40K - $60K,Blue,47,1,2,3,1881,7621.0,0.7170000000000001,14418,100,0.754,0.198,144.18
9393,Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,3,0,2370,27368.0,0.8059999999999999,14270,97,0.902,0.08,147.11340206185568
9394,Existing Customer,48,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,2,813,3105.0,1.149,15867,103,1.06,0.20800000000000002,154.04854368932038
9395,Existing Customer,58,F,1,Unknown,Married,Less than $40K,Blue,40,1,2,3,1006,2938.0,0.782,15315,124,0.851,0.255,123.50806451612904
9396,Existing Customer,55,M,2,Uneducated,Married,$120K +,Blue,48,2,1,2,1800,4777.0,0.7859999999999999,14229,120,0.69,0.27399999999999997,118.575
9397,Existing Customer,51,M,1,Graduate,Married,$120K +,Gold,37,2,3,1,2417,32099.0,0.9470000000000001,13021,117,0.625,0.07,111.2905982905983
9398,Existing Customer,46,M,2,Post-Graduate,Married,$80K - $120K,Blue,26,1,3,1,714,33802.0,0.883,14279,97,0.764,0.021,147.20618556701032
9399,Existing Customer,45,M,4,Graduate,Unknown,$60K - $80K,Blue,33,1,5,1,1930,6740.0,0.9329999999999999,13767,96,0.655,0.223,143.40625
9400,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,20,1,2,2,0,32554.0,0.872,8528,87,1.122,0.0,98.02298850574712
9401,Existing Customer,56,F,1,High School,Unknown,$40K - $60K,Blue,36,2,1,3,0,8331.0,0.705,14324,103,0.6890000000000001,0.0,139.06796116504853
9402,Existing Customer,34,F,4,High School,Single,Unknown,Silver,26,2,2,2,1668,30388.0,0.7709999999999999,12595,106,0.6829999999999999,0.052000000000000005,118.82075471698113
9403,Existing Customer,48,M,3,Uneducated,Married,$60K - $80K,Blue,36,1,1,2,1148,14376.0,0.8290000000000001,13819,106,0.71,0.07400000000000001,130.3679245283019
9404,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,40,2,1,3,2517,1493.0,0.71,14354,101,0.629,0.628,142.11881188118812
9405,Existing Customer,42,M,5,High School,Married,$60K - $80K,Blue,36,2,4,3,1525,1750.0,0.7490000000000001,14830,112,0.6970000000000001,0.466,132.41071428571428
9406,Existing Customer,49,M,1,Unknown,Single,$60K - $80K,Blue,37,1,2,2,1209,17140.0,0.738,16422,110,0.8029999999999999,0.066,149.29090909090908
9407,Existing Customer,35,M,2,Post-Graduate,Single,$60K - $80K,Blue,24,2,3,1,1659,1729.0,0.8420000000000001,13557,100,0.7240000000000001,0.49,135.57
9408,Attrited Customer,32,M,0,Post-Graduate,Single,$40K - $60K,Blue,14,1,1,3,0,4015.0,1.045,8363,65,0.8059999999999999,0.0,128.66153846153847
9409,Attrited Customer,34,M,2,High School,Single,$60K - $80K,Blue,36,2,3,2,2517,7202.0,0.9059999999999999,9183,51,0.7,0.259,180.05882352941177
9410,Existing Customer,33,M,2,Post-Graduate,Single,$80K - $120K,Blue,24,2,3,2,2463,1715.0,0.815,16216,107,0.8140000000000001,0.59,151.55140186915887
9411,Existing Customer,40,M,2,College,Married,$40K - $60K,Gold,31,1,2,1,1474,2261.0,0.7979999999999999,15039,130,0.757,0.395,115.68461538461538
9412,Existing Customer,43,M,4,Uneducated,Married,$60K - $80K,Silver,30,1,3,1,1576,28280.0,0.8,14887,119,0.545,0.053,125.10084033613445
9413,Existing Customer,29,M,1,Uneducated,Single,$40K - $60K,Blue,22,2,3,3,1203,10319.0,0.847,13720,119,0.831,0.10400000000000001,115.29411764705883
9414,Existing Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,37,2,2,3,1788,1373.0,0.865,13692,117,0.828,0.5660000000000001,117.02564102564102
9415,Attrited Customer,48,M,2,Graduate,Married,$80K - $120K,Blue,28,1,3,3,2517,12257.0,0.9790000000000001,8293,63,0.703,0.17,131.63492063492063
9416,Attrited Customer,39,M,4,Unknown,Married,$60K - $80K,Gold,36,4,3,2,2517,31999.0,0.841,8248,66,0.65,0.073,124.96969696969697
9417,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,47,2,2,1,980,4138.0,0.7859999999999999,14593,109,0.627,0.191,133.88073394495413
9418,Attrited Customer,41,M,2,College,Married,$80K - $120K,Blue,33,2,3,3,2517,12165.0,1.041,8193,72,0.846,0.171,113.79166666666667
9419,Existing Customer,42,M,4,Uneducated,Married,$40K - $60K,Blue,33,1,2,2,2280,828.0,0.8440000000000001,14763,99,0.8,0.7340000000000001,149.12121212121212
9420,Existing Customer,32,M,3,Graduate,Married,$60K - $80K,Blue,36,1,1,1,1413,1810.0,1.0090000000000001,13648,103,0.635,0.43799999999999994,132.50485436893203
9421,Existing Customer,43,M,1,Graduate,Married,$120K +,Blue,34,5,1,3,2517,26095.0,0.7120000000000001,14727,105,0.6409999999999999,0.08800000000000001,140.25714285714287
9422,Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Silver,37,1,1,1,777,5447.0,0.743,13503,112,0.623,0.125,120.5625
9423,Existing Customer,44,M,4,Doctorate,Married,$80K - $120K,Blue,27,1,2,1,1290,22844.0,0.8140000000000001,13311,110,0.642,0.053,121.00909090909092
9424,Existing Customer,36,M,4,High School,Single,$120K +,Blue,36,1,3,3,1898,26031.0,0.725,14755,123,0.732,0.068,119.95934959349593
9425,Existing Customer,44,F,4,Uneducated,Single,$40K - $60K,Blue,34,1,3,3,0,3657.0,0.785,14802,95,0.667,0.0,155.81052631578947
9426,Existing Customer,47,F,3,Post-Graduate,Married,Less than $40K,Blue,28,1,3,1,961,7296.0,0.741,13769,104,0.857,0.11599999999999999,132.39423076923077
9427,Existing Customer,45,F,4,College,Single,$40K - $60K,Gold,30,1,2,1,1836,21215.0,0.743,14393,107,0.8140000000000001,0.08,134.51401869158877
9428,Existing Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,42,2,1,3,2226,12613.0,0.828,14625,115,0.769,0.15,127.17391304347827
9429,Existing Customer,43,M,3,Unknown,Married,$60K - $80K,Blue,34,1,3,1,1591,2164.0,0.883,14402,110,0.8029999999999999,0.424,130.92727272727274
9430,Existing Customer,48,M,5,Unknown,Single,$60K - $80K,Blue,36,2,3,0,0,3862.0,0.807,15282,125,0.7120000000000001,0.0,122.256
9431,Existing Customer,37,M,1,Doctorate,Unknown,$60K - $80K,Blue,36,1,3,1,0,7539.0,1.023,15293,129,0.743,0.0,118.55038759689923
9432,Attrited Customer,43,M,4,High School,Married,$80K - $120K,Blue,35,2,3,2,503,10085.0,0.9179999999999999,7886,70,0.75,0.048,112.65714285714286
9433,Existing Customer,59,M,2,Graduate,Single,$40K - $60K,Blue,50,2,1,2,0,11808.0,0.813,13751,113,0.823,0.0,121.69026548672566
9434,Existing Customer,31,M,1,High School,Divorced,$40K - $60K,Silver,26,1,1,3,1277,14227.0,0.612,14181,126,0.615,0.08199999999999999,112.54761904761905
9435,Attrited Customer,52,F,4,Uneducated,Divorced,Unknown,Blue,42,4,4,1,0,12091.0,0.898,8127,74,0.805,0.0,109.82432432432432
9436,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,33,2,1,1,609,13209.0,0.787,13209,101,0.6559999999999999,0.044000000000000004,130.78217821782178
9437,Existing Customer,53,F,2,Unknown,Married,$40K - $60K,Blue,48,2,3,3,1107,3335.0,0.8220000000000001,14437,109,0.912,0.249,132.44954128440367
9438,Existing Customer,55,M,3,High School,Married,$60K - $80K,Blue,50,2,1,2,1144,4138.0,0.8,13513,115,0.597,0.217,117.50434782608696
9439,Existing Customer,41,M,3,College,Married,$80K - $120K,Blue,28,1,1,3,1617,32899.0,0.625,13083,93,0.722,0.047,140.67741935483872
9440,Existing Customer,55,M,1,High School,Single,$80K - $120K,Blue,42,1,4,2,1583,32933.0,0.8240000000000001,12192,112,0.672,0.046,108.85714285714286
9441,Existing Customer,31,F,1,Unknown,Married,Less than $40K,Silver,36,2,3,1,1520,8833.0,0.7240000000000001,15028,124,0.746,0.147,121.19354838709677
9442,Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,43,1,4,1,0,9959.0,0.7509999999999999,14948,125,0.866,0.0,119.584
9443,Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,36,2,2,1,2181,4099.0,0.795,14109,92,0.878,0.34700000000000003,153.3586956521739
9444,Attrited Customer,57,M,4,Unknown,Divorced,$120K +,Blue,36,2,2,3,2219,11475.0,1.078,9040,63,0.8,0.162,143.4920634920635
9445,Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,23,1,3,2,1518,7422.0,0.726,14459,97,0.7020000000000001,0.17,149.06185567010309
9446,Existing Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,45,2,3,1,1908,4638.0,0.6970000000000001,14103,112,0.672,0.29100000000000004,125.91964285714286
9447,Existing Customer,46,F,2,Unknown,Married,Unknown,Silver,39,1,1,2,992,31595.0,1.139,15958,113,0.687,0.03,141.2212389380531
9448,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,25,1,1,1,0,11474.0,0.628,13041,98,0.6609999999999999,0.0,133.07142857142858
9449,Existing Customer,40,M,5,Unknown,Single,$120K +,Silver,31,1,3,3,2203,32313.0,0.728,14204,96,0.92,0.064,147.95833333333334
9450,Attrited Customer,56,F,2,High School,Married,Less than $40K,Blue,46,4,3,3,764,8699.0,0.9940000000000001,7106,61,0.9059999999999999,0.081,116.49180327868852
9451,Existing Customer,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,1,1,2,1405,11147.0,0.7020000000000001,15508,95,0.792,0.11199999999999999,163.2421052631579
9452,Existing Customer,39,M,2,Graduate,Single,$60K - $80K,Blue,24,2,3,2,1073,20606.0,0.745,15581,115,0.797,0.049,135.48695652173913
9453,Existing Customer,42,M,5,Post-Graduate,Unknown,$40K - $60K,Blue,36,1,2,2,2330,8201.0,0.757,14955,118,0.662,0.221,126.73728813559322
9454,Existing Customer,60,F,1,Uneducated,Single,Less than $40K,Blue,47,1,3,2,2413,2492.0,0.853,15478,109,0.73,0.49200000000000005,142.0
9455,Existing Customer,35,M,3,College,Unknown,$80K - $120K,Silver,29,2,2,2,0,34516.0,0.758,12847,106,0.738,0.0,121.19811320754717
9456,Existing Customer,42,M,3,Graduate,Single,$80K - $120K,Silver,31,2,2,3,2120,32396.0,0.9,14626,97,0.644,0.061,150.7835051546392
9457,Attrited Customer,30,M,2,Graduate,Married,Less than $40K,Silver,18,1,1,3,726,9291.0,0.924,9299,68,0.619,0.07200000000000001,136.75
9458,Attrited Customer,37,M,2,Uneducated,Unknown,$80K - $120K,Blue,18,1,1,2,518,31314.0,0.972,10201,59,0.7879999999999999,0.016,172.89830508474577
9459,Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,19,2,3,2,1346,4497.0,0.6409999999999999,13299,95,0.863,0.23,139.98947368421054
9460,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,36,2,2,1,1613,32814.0,0.7040000000000001,13545,112,0.672,0.047,120.9375
9461,Attrited Customer,34,M,3,High School,Unknown,$80K - $120K,Silver,21,1,2,3,0,34516.0,0.794,9177,50,1.083,0.0,183.54
9462,Existing Customer,48,M,3,Unknown,Unknown,$80K - $120K,Platinum,40,1,2,3,1723,32793.0,0.628,13853,98,0.782,0.05,141.35714285714286
9463,Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Silver,19,1,3,3,1984,32532.0,0.757,14969,96,0.8109999999999999,0.057,155.92708333333334
9464,Attrited Customer,47,F,3,Doctorate,Married,Less than $40K,Blue,35,2,3,2,2517,2262.0,0.929,8912,63,0.6579999999999999,0.527,141.46031746031747
9465,Existing Customer,51,M,1,Unknown,Single,$60K - $80K,Blue,22,2,3,3,1177,3071.0,0.821,13958,116,0.785,0.27699999999999997,120.32758620689656
9466,Existing Customer,43,M,0,Post-Graduate,Single,$40K - $60K,Blue,37,1,2,3,989,6883.0,0.809,13746,104,0.733,0.126,132.17307692307693
9467,Existing Customer,41,F,3,Graduate,Unknown,Less than $40K,Blue,13,1,3,2,1421,4656.0,0.7390000000000001,12489,97,0.764,0.23399999999999999,128.75257731958763
9468,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,36,2,3,1,2029,1853.0,0.7509999999999999,13980,128,0.7070000000000001,0.523,109.21875
9469,Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,24,1,1,1,1645,5562.0,0.9690000000000001,13730,96,0.745,0.228,143.02083333333334
9470,Existing Customer,48,F,4,Unknown,Single,$40K - $60K,Blue,36,1,1,2,1679,4442.0,0.705,14224,117,0.887,0.27399999999999997,121.57264957264957
9471,Attrited Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,36,6,3,2,572,33944.0,1.05,8659,81,1.077,0.017,106.90123456790124
9472,Existing Customer,32,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,1964,1571.0,0.6609999999999999,14080,85,0.809,0.556,165.64705882352942
9473,Attrited Customer,55,F,2,Unknown,Single,Unknown,Silver,37,2,2,3,1783,32733.0,0.821,8472,80,0.7390000000000001,0.052000000000000005,105.9
9474,Attrited Customer,50,M,1,Graduate,Single,$80K - $120K,Silver,43,6,3,3,432,34084.0,0.807,9045,72,1.0,0.013000000000000001,125.625
9475,Existing Customer,49,M,2,Unknown,Married,$60K - $80K,Blue,36,2,1,2,1329,4895.0,0.74,14238,93,0.755,0.214,153.09677419354838
9476,Existing Customer,37,F,0,Doctorate,Single,Less than $40K,Blue,36,2,2,3,1585,7593.0,0.617,14932,110,0.8029999999999999,0.17300000000000001,135.74545454545455
9477,Existing Customer,31,M,1,High School,Married,$60K - $80K,Blue,24,2,1,3,1493,2835.0,0.6509999999999999,14731,120,0.765,0.345,122.75833333333334
9478,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,36,1,2,2,1049,8910.0,0.976,15195,99,0.941,0.105,153.4848484848485
9479,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Blue,47,1,2,2,2076,7558.0,0.8759999999999999,14218,102,0.759,0.215,139.3921568627451
9480,Existing Customer,35,F,2,Unknown,Divorced,Unknown,Blue,31,2,2,2,1555,17478.0,1.001,16033,116,0.812,0.08199999999999999,138.2155172413793
9481,Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,39,2,3,1,1709,6915.0,0.9670000000000001,15738,111,0.82,0.198,141.78378378378378
9482,Attrited Customer,44,M,3,Graduate,Divorced,$40K - $60K,Blue,32,1,2,2,0,3575.0,0.843,7672,66,0.737,0.0,116.24242424242425
9483,Attrited Customer,44,F,2,Graduate,Unknown,$40K - $60K,Blue,34,2,3,3,0,5508.0,0.89,7507,78,0.733,0.0,96.24358974358974
9484,Existing Customer,31,M,2,Graduate,Single,Less than $40K,Blue,19,1,2,3,1829,4042.0,0.81,15645,117,0.746,0.312,133.71794871794873
